"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","meta_info_Browser","meta_info_Version","meta_info_Operating.System","meta_info_Resolution","do_you_consent","Q16","Q20","X1_Q6","X2_Q6","X3_Q6","X4_Q6","X5_Q6","X6_Q6","X7_Q6","X8_Q6","X9_Q6","X10_Q6","X11_Q6","X12_Q6","X13_Q6","X14_Q6","X15_Q6","X16_Q6","X17_Q6","X18_Q6","X19_Q6","X20_Q6","X1_Q8","X2_Q8","X3_Q8","X4_Q8","X5_Q8","X6_Q8","X7_Q8","X8_Q8","X9_Q8","X10_Q8","X11_Q8","X12_Q8","X13_Q8","X14_Q8","seed","PROLIFIC_PID","STUDY_ID","SESSION_ID","total_trials","budget","TotalTrialsSingle","TotalTrialsMultiple","COMP_CODE","trial_index_map_single","trial_index_map_multiple","vis","phrasing","FL_9_DO"
"2024-09-12 15:55:23","2024-09-12 15:59:28","IP Address","100","245","True","2024-09-12 15:59:29","R_5LtEsetHbBUegl0","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","30","70","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","No","5603","d62966fd","66e3484fc1e6f6e4818b08d0","66e3634490404ffe020c48c8","30","2000","18","12","C1OSMFWY","[14,11,10,8,9,1,15,6,4,7,101,13,18,102,2,3,17,5,16,12]","[5,4,101,12,9,7,102,6,1,2,11,3,10,8]","ensembles","reliable","FL_26"
"2024-09-12 15:55:29","2024-09-12 15:59:48","IP Address","100","258","True","2024-09-12 15:59:48","R_5wQR0QMpt8j1Xwf","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1280x720","Yes","30","69","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","7963","be9d59cb","66e3484fc1e6f6e4818b08d0","66e363497b696b793b1c61be","30","-4000","18","12","C1OSMFWY","[14,7,6,10,16,13,15,1,8,101,3,9,12,102,17,18,5,11,4,2]","[10,5,9,102,12,4,6,8,101,11,3,7,2,1]","ensembles","reliable","FL_26"
"2024-09-12 15:52:46","2024-09-12 16:00:00","IP Address","100","433","True","2024-09-12 16:00:00","R_3LhrSA4rGh3FuFy","anonymous","EN","1","Firefox","125.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","6594","4ec8e9cd","66e3484fc1e6f6e4818b08d0","66e362a47adb3e23e127ee92","30","0","18","12","C1OSMFWY","[2,10,8,11,6,12,18,15,101,7,16,102,9,5,3,14,1,13,4,17]","[7,5,6,9,4,101,12,2,10,102,1,8,3,11]","ensembles","reliable","FL_26"
"2024-09-12 15:54:38","2024-09-12 16:00:02","IP Address","100","324","True","2024-09-12 16:00:02","R_7SxavaCMErR168L","anonymous","EN","1","Firefox","130.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","6907","bc9b489b","66e3484fc1e6f6e4818b08d0","66e363172f0276635a5d32b4","30","1000","18","12","C1OSMFWY","[1,3,10,101,18,15,9,11,102,4,17,12,5,14,8,16,7,2,13,6]","[2,7,101,5,6,102,3,8,11,10,12,1,9,4]","ensembles","reliable","FL_26"
"2024-09-12 15:53:31","2024-09-12 16:00:04","IP Address","100","392","True","2024-09-12 16:00:05","R_5TfhemZ9jrPgl6V","anonymous","EN","1","Chrome","125.0.0.0","Windows NT 10.0","1600x1067","Yes","30","70","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","1056","71b1288f","66e3484fc1e6f6e4818b08d0","66e362d1b8dfcfa0ae494bc0","30","6000","18","12","C1OSMFWY","[12,17,9,6,102,11,5,10,101,7,18,16,4,2,14,8,15,3,13,1]","[3,11,7,6,10,12,101,4,5,102,9,2,8,1]","ensembles","reliable","FL_26"
"2024-09-12 15:54:33","2024-09-12 16:00:18","IP Address","100","344","True","2024-09-12 16:00:18","R_60CY4lzucmDCinT","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","20","34","Yes","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","9269","0d828527","66e3484fc1e6f6e4818b08d0","66e3630eed2810a1274c8c10","30","-8000","18","12","C1OSMFWY","[14,3,13,8,101,5,17,102,11,7,4,15,6,2,12,9,10,18,16,1]","[7,8,102,2,4,3,11,101,9,5,6,12,10,1]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:53:23","2024-09-12 16:00:25","IP Address","100","421","True","2024-09-12 16:00:25","R_5kIl69qvcsxm6pt","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","6979","1f3d1e54","66e3484fc1e6f6e4818b08d0","66e362c5764aba5ff6de13ee","30","1000","18","12","C1OSMFWY","[8,15,2,5,6,1,3,101,4,13,12,16,17,102,7,9,10,18,14,11]","[2,1,3,102,10,11,8,4,5,6,101,12,9,7]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:55:10","2024-09-12 16:00:32","IP Address","100","321","True","2024-09-12 16:00:32","R_3l0eL3xtURKFN5v","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","2560x1440","Yes","30","70","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","153","63e53a50","66e3484fc1e6f6e4818b08d0","66e363377794ea31ff3f3673","30","10000","18","12","C1OSMFWY","[13,7,18,101,2,9,6,11,17,5,10,102,12,16,4,8,3,15,14,1]","[12,3,8,4,101,6,7,10,102,5,2,11,9,1]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:53:57","2024-09-12 16:00:40","IP Address","100","403","True","2024-09-12 16:00:41","R_7f1mCbwCdMjEPZa","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","6405","b44c092c","66e3484fc1e6f6e4818b08d0","66e362ed87cff1b76484e2b1","30","13000","18","12","C1OSMFWY","[8,4,6,3,13,102,17,15,12,5,10,101,1,7,16,2,11,9,18,14]","[11,3,8,102,12,1,4,5,101,2,7,6,9,10]","ensembles","reliable","FL_26"
"2024-09-12 15:54:15","2024-09-12 16:00:57","IP Address","100","402","True","2024-09-12 16:00:58","R_3ERPxW0d9gJi9yN","anonymous","EN","1","Firefox","130.0","Windows NT 10.0","1920x1080","Yes","30","70","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","8063","d3cc31cc","66e3484fc1e6f6e4818b08d0","66e362fcb85608573a617a3a","30","4000","18","12","C1OSMFWY","[12,4,3,5,18,102,1,15,16,9,8,14,17,101,7,13,10,6,2,11]","[9,2,101,5,8,3,11,10,12,102,6,4,1,7]","ensembles","reliable","FL_26"
"2024-09-12 15:55:16","2024-09-12 16:00:58","IP Address","100","341","True","2024-09-12 16:00:59","R_5ELpRI1qgJUa0t5","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","2560x1440","Yes","30","70","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","5325","513fcbc0","66e3484fc1e6f6e4818b08d0","66e3633da9321b64a78a36ed","30","11000","18","12","C1OSMFWY","[3,11,4,16,2,6,7,12,18,1,102,8,10,13,101,14,5,17,15,9]","[2,12,9,102,1,4,5,7,101,8,3,11,10,6]","ensembles","reliable","FL_26"
"2024-09-12 15:53:11","2024-09-12 16:01:05","IP Address","100","473","True","2024-09-12 16:01:05","R_5arV9RCWy5fUHYl","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","7479","95510fe6","66e3484fc1e6f6e4818b08d0","66e362bb3250bfa0338fa3ce","30","8000","18","12","C1OSMFWY","[8,13,16,15,101,3,11,4,10,9,12,7,17,14,102,1,18,6,5,2]","[7,10,5,101,12,6,11,102,8,9,1,4,3,2]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:53:30","2024-09-12 16:01:09","IP Address","100","458","True","2024-09-12 16:01:10","R_5W5Dh0pwXkJsXPr","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","7128","1484ef14","66e3484fc1e6f6e4818b08d0","66e362c8358770e417516433","30","8000","18","12","C1OSMFWY","[12,6,7,2,16,13,11,102,4,15,14,8,9,1,101,18,17,10,3,5]","[6,8,10,9,102,12,5,1,3,101,11,7,2,4]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:53:14","2024-09-12 16:01:34","IP Address","100","500","True","2024-09-12 16:01:34","R_5MmRTy5XAPbnJiV","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","30","70","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","8745","b24c60e9","66e3484fc1e6f6e4818b08d0","66e362bac4f69830a4c7a0d4","30","-7000","18","12","C1OSMFWY","[2,6,18,102,4,3,1,14,101,11,5,7,8,16,15,17,9,10,12,13]","[1,10,2,3,4,11,101,12,7,102,5,6,8,9]","ensembles","reliable","FL_26"
"2024-09-12 15:55:32","2024-09-12 16:01:38","IP Address","100","366","True","2024-09-12 16:01:38","R_7y0ZSetbweKWiWb","anonymous","EN","0.8999999761581421","Chrome","126.0.0.0","Macintosh","1440x900","Yes","30","70","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","8720","7a1a89e8","66e3484fc1e6f6e4818b08d0","66e3634b7c23979e8c56058d","30","8000","18","12","C1OSMFWY","[15,18,4,12,17,102,11,14,7,1,101,5,9,3,13,2,16,8,6,10]","[3,9,102,8,6,11,2,12,1,10,101,5,4,7]","ensembles","reliable","FL_26"
"2024-09-12 15:54:19","2024-09-12 16:01:39","IP Address","100","439","True","2024-09-12 16:01:39","R_3bW9VLjmpsx0iXw","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","3858","378a2cb5","66e3484fc1e6f6e4818b08d0","66e362f57112cddc2f538f38","30","6000","18","12","C1OSMFWY","[7,3,14,8,15,13,9,101,10,16,102,12,4,18,2,17,11,5,6,1]","[10,8,102,5,6,2,9,101,12,11,7,3,4,1]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:55:56","2024-09-12 16:01:42","IP Address","100","346","True","2024-09-12 16:01:43","R_7SBTgqepDEo39Ja","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","8550","58396b01","66e3484fc1e6f6e4818b08d0","66e363642ca5bd05a2e1c0a8","30","7000","18","12","C1OSMFWY","[18,12,13,7,11,102,14,16,3,8,6,2,4,9,101,10,1,17,5,15]","[8,7,12,11,101,9,2,102,5,6,1,4,3,10]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:00","2024-09-12 16:01:44","IP Address","100","344","True","2024-09-12 16:01:44","R_1CPtsmlOeGhaL00","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1280x800","Yes","30","70","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","5749","2d5b4111","66e3484fc1e6f6e4818b08d0","66e3634914a956e1d5a8911e","30","3000","18","12","C1OSMFWY","[3,10,2,4,7,15,12,101,13,6,14,102,16,8,5,11,9,1,18,17]","[8,7,102,2,5,10,4,3,9,6,101,1,11,12]","ensembles","reliable","FL_26"
"2024-09-12 15:53:14","2024-09-12 16:01:53","IP Address","100","519","True","2024-09-12 16:01:54","R_3NOmTWDh6yCdNuB","anonymous","EN","0.6000000238418579","Chrome","128.0.0.0","Macintosh","2231x1061","Yes","30","90","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","6110","494831d0","66e3484fc1e6f6e4818b08d0","66e362b94b803923fe0c477f","30","10000","18","12","C1OSMFWY","[9,8,17,3,101,5,18,4,7,13,102,1,15,14,6,11,10,16,12,2]","[7,3,101,12,1,5,11,4,9,102,6,10,8,2]","ensembles","reliable","FL_26"
"2024-09-12 15:54:10","2024-09-12 16:02:06","IP Address","100","475","True","2024-09-12 16:02:06","R_66URWgqMFDnkIjn","anonymous","EN","1","Chrome","128.0.0.0","CrOS x86_64 14541.0.0","1536x864","Yes","30","70","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","2326","3d981e0f","66e3484fc1e6f6e4818b08d0","66e362e2e37fd2d12aabc1b8","30","0","18","12","C1OSMFWY","[2,6,14,9,15,1,102,10,8,16,11,5,4,12,13,101,3,7,18,17]","[1,4,102,10,6,3,9,101,7,8,2,5,11,12]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:55:45","2024-09-12 16:02:10","IP Address","100","385","True","2024-09-12 16:02:11","R_1XgnY7ikw1s7VY9","anonymous","EN","1","Firefox","115.0","Windows NT 10.0","2560x1440","Yes","30","70","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","5604","20ffce74","66e3484fc1e6f6e4818b08d0","66e363555396b2d40323c0ef","30","8000","18","12","C1OSMFWY","[11,12,101,15,16,9,10,102,1,6,7,4,8,14,13,2,3,18,5,17]","[6,5,10,102,9,4,8,101,7,1,2,12,3,11]","ensembles","reliable","FL_26"
"2024-09-12 15:54:25","2024-09-12 16:02:12","IP Address","100","466","True","2024-09-12 16:02:13","R_132MHFjHydqfvs0","anonymous","EN","1","Safari","17.6","Macintosh","1440x900","Yes","30","70","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","8727","c5883f1b","66e3484fc1e6f6e4818b08d0","66e362eabc4d2359deb25b50","30","2000","18","12","C1OSMFWY","[6,5,10,101,7,16,17,3,15,18,102,11,9,13,2,4,12,1,8,14]","[3,6,101,9,11,4,7,102,12,2,8,1,5,10]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:27","2024-09-12 16:02:27","IP Address","100","359","True","2024-09-12 16:02:27","R_6ELsTEYbwrmG2FG","anonymous","EN","1","Chrome","124.0.0.0","Macintosh","1440x900","Yes","30","78","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","7616","9f98e913","66e3484fc1e6f6e4818b08d0","66e363825396b2d40323c0f9","30","3000","18","12","C1OSMFWY","[8,17,12,18,5,101,2,14,13,6,10,16,102,1,15,7,9,3,4,11]","[9,11,12,101,8,10,1,5,102,4,6,2,3,7]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:05","2024-09-12 16:02:36","IP Address","100","391","True","2024-09-12 16:02:37","R_1OVFB6oKUduFrDf","anonymous","EN","1","Firefox","130.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","2160","d9a5d622","66e3484fc1e6f6e4818b08d0","66e3636c13e48ff5ff3e4598","30","1000","18","12","C1OSMFWY","[10,6,3,9,15,101,11,7,16,102,4,14,1,12,8,17,2,13,5,18]","[5,10,102,7,2,9,6,101,11,3,1,8,4,12]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:54:48","2024-09-12 16:02:57","IP Address","100","489","True","2024-09-12 16:02:57","R_3DBkPuvQmgMfhl7","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","9523","739a6aec","66e3484fc1e6f6e4818b08d0","66e3631f0a4bbdab1d84d916","30","6000","18","12","C1OSMFWY","[15,8,101,4,6,1,14,2,18,12,102,9,3,7,5,17,10,11,16,13]","[1,5,8,12,101,2,4,3,10,102,6,7,11,9]","ensembles","reliable","FL_26"
"2024-09-12 15:53:37","2024-09-12 16:03:03","IP Address","100","566","True","2024-09-12 16:03:04","R_5nvE175TUgKvdgl","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1280x720","Yes","30","70","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","4239","5daa466f","66e3484fc1e6f6e4818b08d0","66e362d5423687d6a4cd68d3","30","-8000","18","12","C1OSMFWY","[3,17,10,6,102,11,15,2,18,16,7,12,5,101,8,14,4,13,1,9]","[11,2,102,7,5,12,10,4,101,8,3,9,1,6]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:47","2024-09-12 16:03:07","IP Address","100","379","True","2024-09-12 16:03:07","R_5uQlBkLNjVl5uj7","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1728x1117","Yes","30","70","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","7546","21e1befd","66e3484fc1e6f6e4818b08d0","66e363944b803923fe0c47b8","30","6000","18","12","C1OSMFWY","[3,5,15,16,12,7,101,18,14,2,9,1,10,102,4,17,6,13,11,8]","[8,3,102,12,10,1,5,2,11,4,101,9,7,6]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:55:22","2024-09-12 16:03:37","IP Address","100","494","True","2024-09-12 16:03:37","R_5QPoQhzPRiGYgjd","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","2335","a354cff0","66e3484fc1e6f6e4818b08d0","66e36337b4cd35d3ac5bb490","30","-9000","18","12","C1OSMFWY","[15,16,102,6,4,1,10,3,9,7,13,5,101,12,18,8,2,11,17,14]","[1,9,12,4,101,3,6,102,8,5,2,7,11,10]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:56:23","2024-09-12 16:03:42","IP Address","100","438","True","2024-09-12 16:03:43","R_54kfbC0eujO36Ct","anonymous","EN","1","Firefox","130.0","Linux x86_64","1920x1080","Yes","30","70","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","4127","71d4bd6b","66e3484fc1e6f6e4818b08d0","66e363816bcb0b05718b15de","30","5000","18","12","C1OSMFWY","[4,10,101,1,13,8,9,15,12,5,17,6,102,7,2,16,11,18,14,3]","[11,5,6,8,3,4,101,1,10,102,7,12,9,2]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:54:48","2024-09-12 16:03:48","IP Address","100","540","True","2024-09-12 16:03:50","R_11Zu7APWO70jnfW","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","564","647cf9ff","66e3484fc1e6f6e4818b08d0","66e363137c23979e8c560581","30","11000","18","12","C1OSMFWY","[1,16,13,11,9,3,5,15,101,4,17,14,6,102,10,18,8,12,2,7]","[9,7,2,11,101,10,3,6,4,102,12,8,1,5]","ensembles","reliable","FL_26"
"2024-09-12 15:53:40","2024-09-12 16:03:53","IP Address","100","613","True","2024-09-12 16:03:54","R_5rJGMBgWJt2WjuP","anonymous","EN","1","Firefox","130.0","Macintosh","1470x956","Yes","30","70","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","1500","ba2413eb","66e3484fc1e6f6e4818b08d0","66e362da9d38732fb3c7a0c6","30","9000","18","12","C1OSMFWY","[13,11,10,16,9,8,5,102,4,3,14,6,12,17,2,101,15,7,1,18]","[2,10,101,4,7,102,3,6,8,11,9,5,1,12]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:55:10","2024-09-12 16:03:55","IP Address","100","525","True","2024-09-12 16:03:56","R_3in8wERJOXZhMZ3","anonymous","EN","1","Edge","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","5947","cfe1c516","66e3484fc1e6f6e4818b08d0","66e36336a368fd488baf1a59","30","-8000","18","12","C1OSMFWY","[8,4,1,9,10,12,3,11,13,17,2,101,14,15,102,6,5,7,18,16]","[8,5,2,101,6,1,7,102,9,12,3,4,10,11]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:53:47","2024-09-12 16:04:00","IP Address","100","613","True","2024-09-12 16:04:01","R_3X6dg3I3akmVTLj","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1536x864","Yes","30","70","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","8689","7b5091aa","66e3484fc1e6f6e4818b08d0","66e362e3d0f25d18b82a1b2e","30","-4000","18","12","C1OSMFWY","[17,13,6,10,7,102,18,2,1,3,4,9,101,14,11,12,16,8,5,15]","[9,3,102,1,2,11,8,6,7,101,12,5,4,10]","ensembles","reliable","FL_26"
"2024-09-12 15:53:36","2024-09-12 16:04:13","IP Address","100","636","True","2024-09-12 16:04:13","R_6igsuHujEnTkpEe","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","30","70","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","1557","4bbd365a","66e3484fc1e6f6e4818b08d0","66e362c143342499daccdea0","30","-2000","18","12","C1OSMFWY","[7,18,16,15,102,13,2,14,4,17,6,10,8,1,101,9,3,11,12,5]","[9,10,6,102,3,11,12,101,1,5,2,7,8,4]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:55:30","2024-09-12 16:04:14","IP Address","100","523","True","2024-09-12 16:04:14","R_3rUikrnTl7wi5BT","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","1920x1080","Yes","20","20","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","6616","213b4ec2","66e3484fc1e6f6e4818b08d0","66e36342c29412e184ab0c09","30","-24000","18","12","C1OSMFWY","[15,7,101,4,13,12,11,3,17,10,5,14,1,9,102,2,8,18,6,16]","[7,3,12,101,2,6,102,8,9,1,5,10,4,11]","ensembles","equally_reliable","FL_11"
"2024-09-12 15:54:01","2024-09-12 16:04:28","IP Address","100","626","True","2024-09-12 16:04:28","R_3NQkiplNnQw7sVn","anonymous","EN","1","Chrome","128.0.0.0","Macintosh","1440x900","Yes","30","70","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","Yes","7783","b902a55b","66e3484fc1e6f6e4818b08d0","66e362e3ee05b97c9557c2df","30","11000","18","12","C1OSMFWY","[15,4,18,101,17,7,1,5,16,11,8,102,3,14,12,10,9,2,13,6]","[11,3,10,102,12,2,5,7,9,101,6,1,8,4]","ensembles","reliable","FL_26"
